kernel_name,dtype,input_size,runtime_ms,correct,device_name,gws0,gws1,gws2,lws0,lws1,lws2,flops_est,bw_GBps
stencil2d_5x5,FP64,32,0.133168,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",32,32,1,16,16,1,25600,0.123033
stencil2d_5x5,FP32,64,0.071371,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",64,64,1,16,16,1,102400,0.459122
stencil2d_5x5,FP64,64,0.066602,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",64,64,1,16,16,1,102400,0.983994
stencil3d_global,FP32,16,0.120253,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",16,16,16,8,8,2,110592,0.272492
stencil3d_global,FP64,16,0.184215,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",16,16,16,8,8,2,110592,0.355758
stencil3d_global,FP32,32,0.072651,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",32,32,32,8,8,2,884736,3.60826
stencil3d_global,FP64,32,0.103715,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",32,32,32,8,8,2,884736,5.05508
stencil3d_shared,FP32,16,0.176942,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",16,16,16,8,8,2,110592,0.185191
stencil3d_shared,FP64,16,0.156608,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",16,16,16,8,8,2,110592,0.418472
stencil3d_shared,FP32,32,0.122401,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",32,32,32,8,8,2,884736,2.14168
stencil3d_shared,FP64,32,0.103551,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",32,32,32,8,8,2,884736,5.06309
histogram_global,INT32,1024,0.175232,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,0,0.0292184
histogram_global,INT32,4096,0.098015,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,0,0.177605
histogram_shared,INT32,1024,0.134144,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,0,0.0381679
histogram_shared,INT32,4096,0.061956,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,0,0.280974
sort_bitonic,INT32,256,0.296298,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",128,1,1,128,1,1,0,0.00345598
sort_bitonic,INT32,1024,0.573151,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",512,1,1,128,1,1,0,0.00714646
montecarlo_basic,FP32,1024,0.126973,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,4096,0.0967765
montecarlo_basic,FP64,1024,0.222636,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,4096,0.0919887
montecarlo_basic,FP32,4096,0.067091,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,16384,0.732617
montecarlo_basic,FP64,4096,0.047861,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,16384,1.71162
fft1d_global,FP32,256,0.211387,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",256,1,1,256,1,1,10240,0.0193768
fft1d_global,FP64,256,0.255698,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",256,1,1,256,1,1,10240,0.0320378
fft1d_global,FP32,1024,0.355184,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,51200,0.0461282
fft1d_global,FP64,1024,0.357183,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,51200,0.0917401
fft1d_global,FP32,4096,0.618207,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,245760,0.10601
fft1d_global,FP64,4096,1.00914,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,245760,0.129885
fft1d_staged,FP32,256,0.24965,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",256,1,1,256,1,1,10240,0.016407
fft1d_staged,FP64,256,0.216708,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",256,1,1,256,1,1,10240,0.037802
fft1d_staged,FP32,1024,0.331075,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,51200,0.0494873
fft1d_staged,FP64,1024,0.316424,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,256,1,1,51200,0.103557
fft1d_staged,FP32,4096,1.44986,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,245760,0.0452016
fft1d_staged,FP64,4096,0.616781,false,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,256,1,1,245760,0.21251
smithwaterman_basic,INT32,pairs1024_len128,4.24814,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,128,1,1,1.00663e+08,0.0626722
smithwaterman_basic,INT32,pairs2048_len256,28.848,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",2048,1,1,128,1,1,8.05306e+08,0.0366323
smithwaterman_basic,INT32,pairs4096_len256,52.1907,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,128,1,1,1.61061e+09,0.0404964
smithwaterman_basic,INT32,pairs8192_len256,98.6644,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",8192,1,1,128,1,1,3.22123e+09,0.0428429
smithwaterman_basic,INT32,pairs16384_len256,190.848,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",16384,1,1,128,1,1,6.44245e+09,0.0442978
smithwaterman_basic,INT32,pairs32768_len256,317.078,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",32768,1,1,128,1,1,1.28849e+10,0.0533253
smithwaterman_wavefront,INT32,pairs1024_len128,15.7268,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",131072,1,1,128,1,1,1.00663e+08,0.0169291
smithwaterman_wavefront,INT32,pairs2048_len256,158.768,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",524288,1,1,256,1,1,8.05306e+08,0.00665604
smithwaterman_wavefront,INT32,pairs4096_len256,293.891,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1048576,1,1,256,1,1,1.61061e+09,0.00719155
smithwaterman_wavefront,INT32,pairs8192_len256,548.05,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",2097152,1,1,256,1,1,3.22123e+09,0.00771293
smithwaterman_wavefront,INT32,pairs16384_len256,1009.73,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4194304,1,1,256,1,1,6.44245e+09,0.00837266
smithwaterman_wavefront,INT32,pairs32768_len256,1957.8,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",8388608,1,1,256,1,1,1.28849e+10,0.00863636
wfa_editdistance,INT32,pairs1024_len128,5.68674,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",1024,1,1,128,1,1,6.71089e+07,0.0468177
wfa_editdistance,INT32,pairs2048_len256,29.6202,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",2048,1,1,128,1,1,5.36871e+08,0.0356773
wfa_editdistance,INT32,pairs4096_len256,46.131,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",4096,1,1,128,1,1,1.07374e+09,0.0458159
wfa_editdistance,INT32,pairs8192_len256,72.9391,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",8192,1,1,128,1,1,2.14748e+09,0.0579534
wfa_editdistance,INT32,pairs16384_len256,226.359,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",16384,1,1,128,1,1,4.29497e+09,0.0373485
wfa_editdistance,INT32,pairs32768_len256,409.48,true,"pthread-Intel(R) Core(TM) Ultra 9 185H",32768,1,1,128,1,1,8.58993e+09,0.0412921
